Sample	avg_sequence_length	percent_dedup	percent_duplicates	seq_len_read_count	seq_len_bp	sequence_length	total_sequences	percent_gc
temp | CRR215676.merged	451.858123904	8.70835768556	91.2916423144	6844.0	3092517.0	296-476	6844.0	51.0
temp | CRR215677.merged	452.720548404	2.57374631268	97.4262536873	149160.0	67527797.0	244-475	149160.0	53.0
temp | CRR215678.merged	454.687788443	3.38764544017	96.6123545598	92306.0	41970411.0	244-475	92306.0	51.0
temp | CRR215679.merged	451.220138389	4.23306928833	95.7669307117	31939.0	14411520.0	256-475	31939.0	53.0
temp | CRR215680.merged	452.44910811	3.37807032541	96.6219296746	70188.0	31756498.0	243-475	70188.0	53.0
temp | CRR215681.merged	454.215294647	4.6873594242	95.3126405758	33345.0	15145809.0	252-475	33345.0	52.0
temp | CRR215682.merged	454.301244775	2.82348606105	97.1765139389	86843.0	39452883.0	246-475	86843.0	51.0
temp | CRR215683.merged	456.622104347	2.27815976628	97.7218402337	135548.0	61894213.0	246-476	135548.0	52.0
temp | CRR215684.merged	453.170953541	3.82028994856	96.1797100514	62011.0	28101584.0	243-475	62011.0	53.0
temp | CRR215685.merged	457.461124057	4.44511263124	95.5548873688	39909.0	18256816.0	296-475	39909.0	52.0
temp | CRR215686.merged	452.007007365	3.21093625815	96.7890637419	75492.0	34122913.0	253-475	75492.0	52.0
temp | CRR215687.merged	458.461029302	2.53980931463	97.4601906854	100165.0	45921749.0	249-475	100165.0	50.0
temp | CRR215688.merged	450.535954785	3.07114983942	96.9288501606	86873.0	39139410.0	263-476	86873.0	52.0
temp | CRR215689.merged	451.388192333	3.72542318001	96.27457682	55591.0	25093121.0	273-475	55591.0	52.0
temp | CRR215690.merged	455.312389614	3.7424633062	96.2575366938	98518.0	44856466.0	244-476	98518.0	52.0
temp | CRR215691.merged	454.794009005	3.86250540137	96.1374945986	71741.0	32627377.0	245-476	71741.0	53.0
temp | CRR215692.merged	451.820813417	2.65284998197	97.347150018	85983.0	38848909.0	244-475	85983.0	52.0
temp | CRR215693.merged	450.087539882	2.87784985315	97.1221501469	94654.0	42602586.0	246-475	94654.0	52.0
temp | CRR215694.merged	464.04270949	5.7914068506	94.2085931494	11707.0	5432548.0	338-492	11707.0	50.0
temp | CRR215695.merged	451.244918245	4.05794940609	95.9420505939	40242.0	18158998.0	245-475	40242.0	53.0
temp | CRR215696.merged	458.796473332	3.11453813708	96.8854618629	82741.0	37961279.0	244-475	82741.0	53.0
temp | CRR215697.merged	452.393827426	3.59756534193	96.4024346581	69825.0	31588399.0	264-475	69825.0	52.0
temp | CRR215698.merged	458.509491176	3.1566498878	96.8433501122	65956.0	30241452.0	269-474	65956.0	51.0
temp | CRR215699.merged	456.542433865	3.13196240621	96.8680375938	78098.0	35655051.0	246-475	78098.0	51.0
temp | CRR215700.merged	451.639267274	3.77649775564	96.2235022444	77082.0	34813258.0	245-475	77082.0	52.0
temp | CRR215701.merged	452.036842832	2.82722352544	97.1727764746	65223.0	29483199.0	268-475	65223.0	52.0
temp | CRR215702.merged	458.505844899	3.03561657464	96.9643834254	80412.0	36869372.0	248-475	80412.0	51.0
temp | CRR215703.merged	455.945780506	2.83448977368	97.1655102263	110108.0	50203278.0	248-475	110108.0	51.0
temp | CRR215704.merged	458.203333297	3.11495375298	96.885046247	91141.0	41761110.0	244-475	91141.0	53.0
temp | CRR215705.merged	458.630903498	3.3726319892	96.6273680108	71843.0	32949420.0	260-475	71843.0	55.0
temp | CRR215706.merged	450.645538141	5.15682532339	94.8431746766	51873.0	23376336.0	253-474	51873.0	52.0
temp | CRR215707.merged	457.925253525	3.36218979306	96.6378102069	60645.0	27770877.0	246-475	60645.0	53.0
temp | CRR215708.merged	455.260928233	3.74231459818	96.2576854018	91895.0	41836203.0	255-476	91895.0	53.0
temp | CRR215709.merged	460.330161017	2.95025464273	97.0497453573	38878.0	17896716.0	253-476	38878.0	52.0
temp | CRR215710.merged	451.729550335	2.54875165398	97.451248346	92202.0	41650368.0	246-476	92202.0	53.0
temp | CRR215711.merged	451.815844436	3.26611451206	96.7338854879	83310.0	37640778.0	244-476	83310.0	53.0
temp | CRR215712.merged	455.124278418	5.33744370901	94.662556291	33087.0	15058697.0	258-475	33087.0	51.0
temp | CRR215713.merged	456.855040808	3.08543475986	96.9145652401	76456.0	34929309.0	245-475	76456.0	52.0
temp | CRR215714.merged	457.584575959	3.68062785297	96.319372147	62435.0	28569293.0	246-475	62435.0	51.0
temp | CRR215715.merged	457.581347392	2.92253306516	97.0774669348	98442.0	45045223.0	249-475	98442.0	50.0
temp | CRR215716.merged	461.509810164	3.3947546464	96.6052453536	75381.0	34789071.0	245-475	75381.0	52.0
temp | CRR215717.merged	457.44323928	3.12752831715	96.8724716828	39552.0	18092795.0	254-475	39552.0	53.0
temp | CRR215718.merged	460.393903845	2.50028052923	97.4997194708	98029.0	45131954.0	259-475	98029.0	52.0
temp | CRR215719.merged	459.525747902	5.11891153428	94.8810884657	35867.0	16481810.0	249-475	35867.0	51.0
temp | CRR215720.merged	461.753830764	4.07857045424	95.9214295458	65979.0	30466056.0	245-475	65979.0	52.0
temp | CRR215721.merged	451.115854657	4.59108516558	95.4089148344	36658.0	16537005.0	246-475	36658.0	53.0
temp | CRR215722.merged	455.14578733	3.3073261691	96.6926738309	61137.0	27826248.0	246-475	61137.0	52.0
temp | CRR215723.merged	452.410456496	3.49950478706	96.5004952129	66638.0	30147728.0	245-475	66638.0	51.0
temp | CRR215724.merged	456.906340091	2.84018059042	97.1598194096	128689.0	58798820.0	247-475	128689.0	51.0
temp | CRR215725.merged	455.611473246	4.27697352635	95.7230264736	50012.0	22786041.0	251-475	50012.0	52.0
temp | CRR215726.merged	458.71652383	2.55749020824	97.4425097918	103148.0	47315692.0	244-475	103148.0	51.0
temp | CRR215727.merged	460.64126756	3.77625295563	96.2237470444	43138.0	19871143.0	313-475	43138.0	50.0
temp | CRR215728.merged	459.351425742	2.95596846759	97.0440315324	128249.0	58911361.0	243-476	128249.0	52.0
temp | CRR215729.merged	455.088292035	3.26460176991	96.7353982301	113000.0	51424977.0	248-476	113000.0	51.0
temp | CRR215730.merged	457.854385152	2.49409888013	97.5059011199	92779.0	42479272.0	255-476	92779.0	53.0
temp | CRR215731.merged	459.508685533	5.302391473	94.697608527	29647.0	13623054.0	246-475	29647.0	52.0
temp | CRR215732.merged	454.719989141	3.67206587639	96.3279341236	55255.0	25125553.0	265-475	55255.0	52.0
temp | CRR215733.merged	455.161973672	2.92503034264	97.0749696574	107110.0	48752399.0	252-475	107110.0	52.0
temp | CRR215734.merged	455.320301083	3.34553797319	96.6544620268	63637.0	28975218.0	260-475	63637.0	51.0
temp | CRR215735.merged	455.565245292	3.78742240499	96.212577595	76358.0	34786051.0	251-476	76358.0	51.0
temp | CRR215736.merged	453.04377302	2.99723756906	97.0027624309	86880.0	39360443.0	256-476	86880.0	53.0
temp | CRR215737.merged	455.538446768	3.23171452204	96.768285478	67704.0	30841775.0	246-475	67704.0	52.0
temp | CRR215738.merged	460.594066693	2.51019079432	97.4898092057	141304.0	65083784.0	245-476	141304.0	51.0
temp | CRR215739.merged	453.997915925	2.95201545265	97.0479845473	78692.0	35726004.0	246-475	78692.0	51.0
temp | CRR215740.merged	453.640279527	2.79621615991	97.2037838401	105607.0	47907589.0	247-475	105607.0	51.0
temp | CRR215741.merged	453.291030979	2.86383191942	97.1361680806	115754.0	52470250.0	248-475	115754.0	52.0
temp | CRR215742.merged	455.692053229	5.83565145478	94.1643485452	66505.0	30305800.0	245-476	66505.0	52.0
temp | CRR215743.merged	459.92781052	2.88537300262	97.1146269974	63458.0	29186099.0	262-475	63458.0	50.0
temp | CRR215744.merged	459.638531657	7.48575073561	92.5142492644	48599.0	22337973.0	245-475	48599.0	52.0
temp | CRR215745.merged	455.209132044	2.39222985021	97.6077701498	179456.0	81690010.0	251-476	179456.0	52.0
temp | CRR215746.merged	449.070151608	2.23901687468	97.7609831253	109691.0	49258954.0	248-475	109691.0	53.0
temp | CRR215747.merged	456.988985615	3.57967501829	96.4203249817	69727.0	31864471.0	263-475	69727.0	51.0
temp | CRR215748.merged	456.978464642	3.71381110584	96.2861888942	33712.0	15405658.0	295-475	33712.0	52.0
temp | CRR215749.merged	456.992183065	3.39898394399	96.601016056	68697.0	31393992.0	246-475	68697.0	50.0
temp | CRR215750.merged	459.718837401	3.42610364683	96.5738963532	72940.0	33531892.0	260-475	72940.0	50.0
temp | CRR215751.merged	460.738780607	3.22742604084	96.7725739592	77678.0	35789267.0	246-476	77678.0	51.0
temp | CRR215752.merged	456.587304174	2.83695422907	97.1630457709	104302.0	47622969.0	244-475	104302.0	51.0
temp | CRR215753.merged	460.524011107	2.64281487551	97.3571851245	109845.0	50586260.0	293-475	109845.0	52.0
temp | CRR215754.merged	456.0	4.30253847296	95.697461527	40418.0	18430608.0	245-475	40418.0	52.0
temp | CRR215755.merged	454.02209578	2.74221590011	97.2577840999	63270.0	28725978.0	245-475	63270.0	51.0
temp | CRR215756.merged	453.012726055	9.26992632284	90.7300736772	7465.0	3381740.0	298-559	7465.0	50.0
temp | CRR215757.merged	459.606888147	3.33009840209	96.6699015979	88616.0	40728524.0	243-476	88616.0	51.0
temp | CRR215758.merged	452.732885585	2.88395024463	97.1160497554	79509.0	35996339.0	245-475	79509.0	53.0
temp | CRR215759.merged	457.817081473	2.71998986733	97.2800101327	126324.0	57833285.0	245-476	126324.0	52.0
temp | CRR215760.merged	457.594519598	3.63770378078	96.3622962192	46128.0	21107920.0	246-476	46128.0	54.0
temp | CRR215761.merged	458.232432432	8.48794740687	91.5120525931	6845.0	3136601.0	332-476	6845.0	50.0
temp | CRR215762.merged	455.697348768	4.60542693552	95.3945730645	32136.0	14644290.0	265-475	32136.0	51.0
temp | CRR215763.merged	455.449054142	4.54229180257	95.4577081974	45990.0	20946102.0	245-475	45990.0	53.0
temp | CRR215764.merged	454.829211991	2.13366430559	97.8663356944	126496.0	57534076.0	245-475	126496.0	51.0
temp | CRR215765.merged	449.266081565	3.01627531891	96.9837246811	47741.0	21448412.0	273-474	47741.0	53.0
temp | CRR215766.merged	451.845434737	2.47804920143	97.5219507986	139061.0	62834078.0	245-475	139061.0	52.0
temp | CRR215767.merged	454.013404112	3.73270211216	96.2672978878	71396.0	32414741.0	243-475	71396.0	51.0
temp | CRR215768.merged	460.044890047	3.13348038233	96.8665196177	74805.0	34413658.0	273-475	74805.0	50.0
temp | CRR215769.merged	452.924998256	2.55850793556	97.4414920644	100371.0	45460535.0	245-476	100371.0	52.0
temp | CRR215770.merged	458.648649569	3.83090250004	96.1690975	58759.0	26949736.0	244-475	58759.0	51.0
temp | CRR215771.merged	453.558506714	4.22753430722	95.7724656928	54216.0	24590128.0	253-475	54216.0	51.0
temp | CRR215772.merged	460.52428694	2.5846028361	97.4153971639	117697.0	54202327.0	246-476	117697.0	52.0
temp | CRR215773.merged	454.014586828	3.08365545912	96.9163445409	68555.0	31124970.0	266-475	68555.0	52.0
temp | CRR215774.merged	456.674782922	3.37023531143	96.6297646886	61153.0	27927033.0	249-475	61153.0	51.0
temp | CRR215775.merged	456.191731165	3.5416870775	96.4583129225	61242.0	27938094.0	249-476	61242.0	53.0
temp | CRR215776.merged	452.542019622	3.47600474235	96.5239952577	58199.0	26337493.0	268-474	58199.0	52.0
temp | CRR215777.merged	455.021224907	3.18373609513	96.8162639049	70389.0	32028489.0	245-475	70389.0	53.0
temp | CRR215778.merged	459.655792422	2.60844716237	97.3915528376	87485.0	40212987.0	244-475	87485.0	52.0
temp | CRR215779.merged	452.401177167	2.86299914439	97.1370008556	106357.0	48116032.0	244-475	106357.0	52.0
temp | CRR215780.merged	457.222837206	4.10090603536	95.8990939646	54744.0	25030207.0	260-475	54744.0	52.0
temp | CRR215781.merged	450.880938943	3.33868796944	96.6613120306	69099.0	31155422.0	248-476	69099.0	53.0
temp | CRR215782.merged	451.555888722	3.08767185035	96.9123281497	102051.0	46081730.0	244-475	102051.0	54.0
temp | CRR215783.merged	452.182924401	3.72620090815	96.2737990919	50212.0	22705009.0	245-475	50212.0	53.0
temp | CRR215784.merged	452.957708904	4.01336240895	95.9866375911	43106.0	19525195.0	259-475	43106.0	54.0
temp | CRR215785.merged	461.899182097	3.12507099852	96.8749290015	88030.0	40660985.0	245-476	88030.0	51.0
temp | CRR215786.merged	452.500516894	3.06980793297	96.930192067	91895.0	41582535.0	246-476	91895.0	52.0
temp | CRR215787.merged	457.1068358	7.27272727273	92.7272727273	7095.0	3243173.0	303-475	7095.0	51.0
temp | CRR215788.merged	456.350215986	3.7471118106	96.2528881894	59726.0	27255973.0	246-475	59726.0	54.0
temp | CRR215789.merged	452.727266417	3.44763755842	96.5523624416	86436.0	39131934.0	263-476	86436.0	52.0
temp | CRR215790.merged	456.530729207	2.76766365626	97.2323363437	90907.0	41501839.0	245-475	90907.0	51.0
temp | CRR215791.merged	460.444149348	5.9380740544	94.0619259456	45183.0	20804248.0	258-475	45183.0	53.0
temp | CRR215792.merged	455.572079467	3.7622700928	96.2377299072	59698.0	27196742.0	259-475	59698.0	51.0
temp | CRR215793.merged	450.577407051	3.33654154636	96.6634584536	56106.0	25280096.0	263-475	56106.0	54.0
temp | CRR215794.merged	453.770387136	3.34672196564	96.6532780344	76433.0	34683032.0	246-475	76433.0	52.0
temp | CRR215795.merged	453.971172131	8.0931010877	91.9068989123	13147.0	5968359.0	293-474	13147.0	51.0
temp | CRR215796.merged	459.274665813	3.05851276715	96.9414872329	124930.0	57377184.0	245-476	124930.0	52.0
temp | CRR215797.merged	458.563543162	3.10983528125	96.8901647187	73155.0	33546216.0	246-475	73155.0	51.0
temp | CRR215798.merged	456.716108966	8.21535821536	91.7846417846	9324.0	4258421.0	298-530	9324.0	51.0
temp | CRR215799.merged	453.676363321	2.99076646984	97.0092335302	138192.0	62694444.0	245-476	138192.0	52.0
temp | CRR215800.merged	452.463512206	3.38235535225	96.6176446477	60993.0	27597107.0	243-475	60993.0	52.0
temp | CRR215801.merged	455.679296918	3.78125635292	96.2187436471	63947.0	29139324.0	263-476	63947.0	52.0
temp | CRR215802.merged	465.526117351	4.41180321001	95.58819679	38193.0	17779839.0	245-475	38193.0	52.0
temp | CRR215803.merged	456.44488256	3.22109383865	96.7789061614	141008.0	64362380.0	247-475	141008.0	53.0
temp | CRR215804.merged	452.232712248	6.49411397833	93.5058860217	12827.0	5800789.0	296-478	12827.0	51.0
temp | CRR215805.merged	462.656203163	3.26030211684	96.7396978832	59381.0	27472988.0	243-475	59381.0	54.0
temp | CRR215806.merged	453.104896515	3.67083501412	96.3291649859	64454.0	29204423.0	297-474	64454.0	51.0
temp | CRR215807.merged	455.333276089	3.94699181407	96.0530081859	34938.0	15908434.0	345-475	34938.0	52.0
temp | CRR215808.merged	458.586854333	3.93174469473	96.0682553053	36803.0	16877372.0	260-475	36803.0	51.0
temp | CRR215809.merged	456.64343388	3.72660743701	96.273392563	37031.0	16909963.0	273-475	37031.0	53.0
temp | CRR215810.merged	456.287289669	3.26865412733	96.7313458727	40353.0	18412561.0	275-474	40353.0	51.0
temp | CRR215811.merged	458.303780552	2.27335527142	97.7266447286	199045.0	91223076.0	243-476	199045.0	52.0
temp | CRR215812.merged	452.268896606	2.98787546457	97.0121245354	82065.0	37115447.0	245-475	82065.0	55.0
temp | CRR215813.merged	452.970680608	4.19991026666	95.8000897333	51263.0	23220636.0	246-474	51263.0	51.0
temp | CRR215814.merged	454.033594647	4.06753944015	95.9324605598	51407.0	23340505.0	255-475	51407.0	51.0
temp | CRR215815.merged	457.969339253	3.33072168538	96.6692783146	57435.0	26303469.0	296-475	57435.0	51.0
temp | CRR215816.merged	454.570120482	6.98795180723	93.0120481928	10375.0	4716165.0	296-478	10375.0	52.0
temp | CRR215817.merged	453.264286895	2.81507988215	97.1849201179	102839.0	46613246.0	246-475	102839.0	52.0
temp | CRR215818.merged	454.767265225	3.74723007565	96.2527699244	65435.0	29757696.0	247-475	65435.0	52.0
temp | CRR215819.merged	453.626294688	9.58904109589	90.4109589041	5986.0	2715407.0	296-519	5986.0	51.0
temp | CRR215820.merged	451.717725505	10.372291165	89.627708835	5399.0	2438824.0	296-573	5399.0	51.0
temp | CRR215821.merged	452.552895323	3.86899663069	96.1310033693	70044.0	31698615.0	251-475	70044.0	52.0
temp | CRR215822.merged	451.311918236	3.21303769676	96.7869623032	64674.0	29188147.0	302-475	64674.0	52.0
temp | CRR215823.merged	454.425413806	2.84706390212	97.1529360979	148258.0	67372203.0	242-475	148258.0	51.0
temp | CRR215824.merged	461.115940299	3.45671641791	96.5432835821	50250.0	23171076.0	276-475	50250.0	52.0
temp | CRR215825.merged	451.956105293	2.87736904033	97.1226309597	102837.0	46477810.0	263-475	102837.0	52.0
temp | CRR215826.merged	453.244388635	2.56260874357	97.4373912564	127019.0	57570649.0	253-475	127019.0	53.0
temp | CRR215827.merged	459.770947177	9.51730418944	90.4826958106	4392.0	2019314.0	296-474	4392.0	52.0
temp | CRR215828.merged	450.211359627	2.68397657518	97.3160234248	141730.0	63808456.0	245-475	141730.0	52.0
temp | CRR215829.merged	453.938041406	3.92488043078	96.0751195692	59798.0	27144587.0	253-475	59798.0	52.0
temp | CRR215830.merged	451.61129713	3.06178069178	96.9382193082	64211.0	28998413.0	245-475	64211.0	53.0
temp | CRR215831.merged	452.217825746	3.88893724432	96.1110627557	57445.0	25977653.0	273-475	57445.0	51.0
temp | CRR215832.merged	451.706691551	3.34276511845	96.6572348816	66442.0	30012296.0	297-475	66442.0	52.0
temp | CRR215833.merged	460.503504624	4.01269130272	95.9873086973	48222.0	22206400.0	251-476	48222.0	53.0
temp | CRR215834.merged	461.937701396	3.16926770708	96.8307322929	79135.0	36555440.0	243-475	79135.0	52.0
temp | CRR215835.merged	458.526195309	3.17597431578	96.8240256842	69459.0	31848771.0	245-476	69459.0	53.0
temp | CRR215836.merged	454.107181219	2.50824954761	97.4917504524	103339.0	46926982.0	253-475	103339.0	52.0
temp | CRR215837.merged	450.280527658	3.845847282	96.154152718	50184.0	22596878.0	244-475	50184.0	52.0
temp | CRR215838.merged	452.941022137	5.09975403116	94.9002459688	18295.0	8286556.0	304-475	18295.0	51.0
temp | CRR215839.merged	458.570787133	4.22024537291	95.7797546271	47438.0	21753681.0	260-475	47438.0	52.0
temp | CRR215840.merged	459.541256543	2.90823344468	97.0917665553	55979.0	25724660.0	247-476	55979.0	54.0
temp | CRR215841.merged	454.154876579	2.66712704262	97.3328729574	141913.0	64450481.0	299-555	141913.0	52.0
temp | CRR215842.merged	454.279243375	4.2292478363	95.7707521637	33623.0	15274231.0	251-474	33623.0	52.0
temp | CRR215843.merged	455.652652288	5.97493442145	94.0250655785	13724.0	6253377.0	298-477	13724.0	51.0
temp | CRR215844.merged	453.279740899	4.01420876672	95.9857912333	43072.0	19523665.0	268-475	43072.0	52.0
temp | CRR215845.merged	450.894103896	3.6012987013	96.3987012987	77000.0	34718846.0	247-475	77000.0	53.0
temp | CRR215846.merged	459.767657577	9.28699150648	90.7130084935	8948.0	4114001.0	299-489	8948.0	52.0
temp | CRR215847.merged	451.934687554	3.88362885178	96.1163711482	58090.0	26252886.0	244-476	58090.0	52.0
temp | CRR215848.merged	454.14833022	3.40381023534	96.5961897647	66925.0	30393877.0	243-476	66925.0	52.0
temp | CRR215849.merged	458.591878315	2.78046880462	97.2195311954	100127.0	45917429.0	254-475	100127.0	50.0
temp | CRR215850.merged	457.574349442	8.75671210244	91.2432878976	4842.0	2215575.0	309-576	4842.0	52.0
temp | CRR215851.merged	461.786039302	2.61263063153	97.3873693685	79996.0	36941036.0	279-475	79996.0	52.0
