Sample	fastqc_percent_duplicates	fastqc_percent_gc	fastqc_avg_sequence_length	fastqc_total_sequences
temp | CRR215907.merged	95.7369389485	52.0	460.481734169	48369.0
temp | CRR215908.merged	96.0609668969	52.0	452.207604985	62985.0
temp | CRR215909.merged	96.6260816295	51.0	455.022314113	65295.0
temp | CRR215910.merged	96.7827782015	53.0	463.001678108	58995.0
temp | CRR215911.merged	96.2914601514	52.0	452.99358155	108749.0
temp | CRR215912.merged	97.1133017992	54.0	465.461061256	67863.0
temp | CRR215913.merged	96.6404938539	52.0	457.625472464	92335.0
temp | CRR215914.merged	96.9753654887	52.0	456.189305859	69496.0
temp | CRR215915.merged	96.3937487563	51.0	455.702162832	65331.0
temp | CRR215916.merged	93.984962406	53.0	449.007746639	8778.0
temp | CRR215917.merged	96.2346634045	54.0	456.579588386	55586.0
temp | CRR215918.merged	96.4615769623	53.0	463.895599092	111886.0
temp | CRR215919.merged	95.6606813996	54.0	469.340431246	26064.0
temp | CRR215920.merged	96.2848132427	53.0	452.807441019	75151.0
temp | CRR215921.merged	96.7929929793	52.0	455.289312249	58684.0
temp | CRR215922.merged	93.9555921053	53.0	451.918174342	9728.0
temp | CRR215923.merged	96.3547934216	53.0	453.811672684	39888.0
temp | CRR215924.merged	96.5734305899	51.0	456.969559474	87055.0
temp | CRR215925.merged	96.8478360927	52.0	454.095577502	76043.0
temp | CRR215926.merged	90.0796284008	53.0	462.678998009	6028.0
temp | CRR215927.merged	97.3498876025	52.0	452.727913564	153918.0
temp | CRR215928.merged	95.0258899676	50.0	456.48763754	30900.0
temp | CRR215929.merged	96.5421344294	53.0	451.239658099	48903.0
temp | CRR215930.merged	92.9867128827	50.0	454.014673599	8655.0
temp | CRR215931.merged	96.8348333122	51.0	458.220027887	78890.0
temp | CRR215932.merged	97.2917439285	53.0	450.327045475	99769.0
temp | CRR215933.merged	94.5867237687	50.0	457.116659529	11675.0
temp | CRR215934.merged	93.1107738998	50.0	455.902731411	6590.0
temp | CRR215935.merged	93.8489927726	50.0	456.341842227	13006.0
temp | CRR215936.merged	90.1572668113	51.0	455.40835141	3688.0
temp | CRR215937.merged	96.5788671835	53.0	456.394115855	59074.0
temp | CRR215938.merged	94.4551591128	53.0	470.089922854	8296.0
temp | CRR215939.merged	96.196446768	53.0	451.162974613	45142.0
temp | CRR215940.merged	96.5400223407	52.0	451.683582427	70723.0
temp | CRR215941.merged	97.3614384607	52.0	466.094736218	67461.0
temp | CRR215942.merged	97.0684852176	52.0	459.651283536	100153.0
temp | CRR215943.merged	95.3049941086	52.0	453.40082782	33099.0
temp | CRR215944.merged	97.2005427784	51.0	455.366634688	115701.0
temp | CRR215945.merged	91.2239408204	50.0	454.203205559	8922.0
temp | CRR215946.merged	96.4385802796	53.0	450.224834502	66013.0
temp | CRR215947.merged	97.0818684078	53.0	456.671531894	99550.0
temp | CRR215948.merged	95.0440018527	51.0	452.709706875	75565.0
temp | CRR215949.merged	90.4135338346	53.0	447.011983083	4256.0
temp | CRR215950.merged	96.6754881138	53.0	454.943527594	88043.0
temp | CRR215951.merged	96.5633558885	52.0	460.138110198	99312.0
temp | CRR215952.merged	94.4887547604	51.0	452.669828268	13917.0
temp | CRR215953.merged	97.3189312812	51.0	457.916245577	64713.0
temp | CRR215954.merged	96.6021351179	50.0	459.391544508	75312.0
temp | CRR215955.merged	96.9509070411	52.0	452.599535376	58542.0
temp | CRR215956.merged	97.4625914045	53.0	452.838301221	100378.0
temp | CRR215957.merged	97.2782692014	52.0	456.101426131	72013.0
temp | CRR215958.merged	96.9238158656	51.0	454.499852631	91607.0
temp | CRR215959.merged	96.7195039299	53.0	463.4232983	98857.0
temp | CRR215960.merged	96.6571341649	52.0	462.746200183	82175.0
temp | CRR215961.merged	96.4769834963	51.0	456.535351092	86829.0
temp | CRR215962.merged	93.8956604925	53.0	452.617823154	60629.0
temp | CRR215963.merged	96.6442614687	53.0	454.558326332	59510.0
temp | CRR215964.merged	95.9651289762	52.0	453.859585056	55863.0
temp | CRR215965.merged	95.557700262	53.0	458.690445333	36265.0
temp | CRR215966.merged	92.202789923	51.0	455.758900687	9606.0
temp | CRR215967.merged	96.2286602394	53.0	455.283008329	41179.0
temp | CRR215968.merged	96.8699771593	53.0	452.959045343	94568.0
temp | CRR215969.merged	96.6093295601	50.0	459.895762966	76681.0
temp | CRR215970.merged	91.9585318016	51.0	452.827963015	10707.0
temp | CRR215971.merged	96.6334312239	50.0	458.878398541	84448.0
temp | CRR215972.merged	95.4702264887	54.0	462.483725814	33335.0
temp | CRR215973.merged	96.9595685992	52.0	453.143398524	80482.0
temp | CRR215974.merged	95.2050864186	52.0	453.834301191	43567.0
temp | CRR215975.merged	96.8987113092	52.0	454.584868923	49818.0
temp | CRR215976.merged	96.9694893891	52.0	451.98799852	72991.0
temp | CRR215977.merged	96.4688256711	50.0	461.172430012	57403.0
temp | CRR215978.merged	97.6140082109	53.0	454.385010784	148827.0
temp | CRR215979.merged	97.2444920255	52.0	453.604958698	82199.0
temp | CRR215980.merged	96.0651408451	51.0	459.051555164	68160.0
temp | CRR215981.merged	95.3942312618	52.0	451.830805881	39038.0
temp | CRR215982.merged	96.2805158913	53.0	460.557821856	69472.0
temp | CRR215983.merged	96.0683841413	53.0	448.499232567	42349.0
temp | CRR215984.merged	96.1592113829	53.0	457.594199625	75271.0
temp | CRR215985.merged	92.5323320818	51.0	459.402899458	9588.0
temp | CRR215986.merged	97.4625473303	50.0	459.153937332	91115.0
temp | CRR215987.merged	96.3984800925	52.0	454.637149623	54477.0
temp | CRR215988.merged	96.978005332	52.0	455.454564045	132032.0
temp | CRR215989.merged	96.8603167237	51.0	454.33876675	68956.0
temp | CRR215990.merged	96.6955245781	51.0	456.311518709	68150.0
temp | CRR215991.merged	96.1190485166	52.0	461.169148415	53054.0
temp | CRR215992.merged	94.5376978589	51.0	455.854192417	50162.0
temp | CRR215993.merged	93.724344967	52.0	452.440582433	48967.0
temp | CRR215994.merged	96.3564603241	52.0	455.830743664	48140.0
temp | CRR215995.merged	93.097852431	52.0	453.919534658	47449.0
temp | CRR215996.merged	96.4409786936	52.0	452.54566193	67069.0
temp | CRR215997.merged	97.7504073183	52.0	453.087861168	133802.0
temp | CRR215998.merged	96.7763305517	52.0	459.415048777	93589.0
temp | CRR215999.merged	96.5985562217	53.0	453.892262515	106249.0
temp | CRR216000.merged	97.0492454936	51.0	464.371000046	65407.0
temp | CRR216001.merged	96.6043494849	53.0	452.683533209	96977.0
temp | CRR216002.merged	96.3849860606	53.0	455.174381035	54163.0
temp | CRR216003.merged	96.9435338006	51.0	461.572773005	70768.0
temp | CRR216004.merged	96.4773758589	52.0	456.602774536	77130.0
temp | CRR216005.merged	96.0108241788	53.0	459.090428487	55801.0
temp | CRR216006.merged	95.4489682097	52.0	455.519836401	53790.0
temp | CRR216007.merged	93.4930270149	53.0	454.650508142	58153.0
temp | CRR216008.merged	96.2391428165	53.0	458.090897764	56184.0
temp | CRR216009.merged	97.3750668215	52.0	454.969787462	162747.0
temp | CRR216010.merged	96.8772724154	53.0	462.580256569	72885.0
temp | CRR216011.merged	94.3020663705	51.0	456.785536988	63251.0
temp | CRR216012.merged	97.0654993515	51.0	454.854215305	92520.0
temp | CRR216013.merged	96.7515865174	50.0	462.240702448	98171.0
temp | CRR216014.merged	95.692774843	52.0	454.25387879	48082.0
temp | CRR216015.merged	97.040523946	51.0	457.994474007	73290.0
temp | CRR216016.merged	96.3707165109	51.0	458.50768432	77040.0
temp | CRR216017.merged	96.4154983939	54.0	454.880773924	80318.0
temp | CRR216018.merged	96.4909437903	51.0	456.160401138	55542.0
temp | CRR216019.merged	96.4584930845	52.0	453.538482292	70422.0
temp | CRR216020.merged	96.162177941	50.0	459.437769823	65089.0
temp | CRR216021.merged	96.4515409495	52.0	455.374010186	53798.0
temp | CRR216022.merged	96.2002868692	51.0	457.40185161	76690.0
temp | CRR216023.merged	96.3878195124	50.0	460.676568515	57666.0
temp | CRR216024.merged	94.7888211809	52.0	457.319132171	38072.0
temp | CRR216025.merged	96.2664881807	51.0	458.358626094	61256.0
temp | CRR216026.merged	96.6420707231	52.0	456.192514616	120074.0
temp | CRR216027.merged	96.9781816261	52.0	454.737994611	75716.0
temp | CRR216028.merged	95.6203792993	52.0	452.819484624	37332.0
temp | CRR216029.merged	96.4331268222	53.0	460.974963557	109760.0
temp | CRR216030.merged	94.6400835898	51.0	457.671288583	35411.0
temp | CRR216031.merged	96.9020761811	52.0	455.744983243	97872.0
temp | CRR216032.merged	96.9978150842	52.0	454.390021296	72314.0
temp | CRR216033.merged	97.2447385351	53.0	449.221790277	108810.0
temp | CRR216034.merged	93.8515544897	52.0	450.863649792	57543.0
temp | CRR216035.merged	97.1662769055	53.0	449.231470434	83812.0
temp | CRR216036.merged	96.6411293183	52.0	463.576966731	56388.0
temp | CRR216037.merged	97.1052145702	52.0	458.52918524	75826.0
temp | CRR216038.merged	97.2622670923	52.0	460.342469007	67355.0
temp | CRR216039.merged	92.7428644567	50.0	454.372072187	7813.0
temp | CRR216040.merged	96.3894627155	52.0	453.281658471	54701.0
temp | CRR216041.merged	96.7683501196	51.0	457.956579233	55204.0
temp | CRR216042.merged	96.3868803409	54.0	460.947843235	44117.0
temp | CRR216043.merged	95.9268458884	51.0	454.798364584	45493.0
temp | CRR216044.merged	96.3663244695	52.0	454.200122858	96046.0
temp | CRR216045.merged	97.0498915401	50.0	458.661937816	69150.0
temp | CRR216046.merged	97.0216898673	52.0	454.086047264	77225.0
temp | CRR216047.merged	91.2537867683	51.0	450.594253884	10233.0
temp | CRR216048.merged	91.5871934605	51.0	453.714804723	8808.0
temp | CRR216049.merged	97.0789632536	52.0	457.795565155	106024.0
temp | CRR216050.merged	95.2826179346	48.0	460.783822071	7059.0
temp | CRR216051.merged	96.6406340465	53.0	457.736911854	77723.0
temp | CRR216052.merged	92.7806241267	50.0	459.395435491	10735.0
temp | CRR216053.merged	92.0330309374	51.0	458.270644336	8598.0
temp | CRR216054.merged	96.8197151148	51.0	458.520732983	67887.0
temp | CRR216055.merged	96.800438797	53.0	450.272671177	43756.0
temp | CRR216056.merged	96.3972724985	53.0	455.267567444	87406.0
temp | CRR216057.merged	92.5967313871	49.0	460.697304093	7159.0
temp | CRR216058.merged	97.5257610638	52.0	450.155757901	135961.0
temp | CRR216059.merged	94.7331878596	49.0	462.741321166	10082.0
temp | CRR216060.merged	97.1081550029	54.0	450.445961056	77805.0
temp | CRR216061.merged	95.7221754189	49.0	459.588037068	32049.0
temp | CRR216062.merged	96.3929504185	53.0	457.46862854	48627.0
temp | CRR216063.merged	97.2077807066	52.0	451.720809327	95981.0
temp | CRR216064.merged	95.3172578389	51.0	458.834910707	36453.0
temp | CRR216065.merged	96.7343040499	51.0	455.526750557	59681.0
temp | CRR216066.merged	95.892081158	53.0	457.501453716	31987.0
temp | CRR216067.merged	96.5190609815	51.0	457.258120594	73055.0
temp | CRR216068.merged	96.3451476468	51.0	456.975047244	77787.0
temp | CRR216069.merged	93.2551449436	53.0	454.159216641	45190.0
temp | CRR216070.merged	93.4072201205	52.0	457.377050739	52603.0
temp | CRR216071.merged	96.5560919314	51.0	460.474786427	71053.0
temp | CRR216072.merged	94.4832150162	50.0	458.603637749	49866.0
temp | CRR216073.merged	97.5482355573	52.0	451.683999776	89405.0
temp | CRR216074.merged	97.2994893915	52.0	452.564120998	108498.0
temp | CRR216075.merged	96.4867508826	51.0	456.75332114	70533.0
temp | CRR216076.merged	94.9582348306	51.0	452.810890465	63450.0
temp | CRR216077.merged	93.5989238411	52.0	464.941018212	48320.0
temp | CRR216078.merged	96.0578542218	52.0	449.994767861	66512.0
temp | CRR216079.merged	96.522433682	51.0	453.813864184	65103.0
temp | CRR216080.merged	96.1428098444	52.0	454.978644741	54366.0
temp | CRR216081.merged	96.5879645944	51.0	456.260442362	96482.0
temp | CRR216082.merged	96.2113802053	51.0	457.201872791	76677.0
temp | CRR216083.merged	97.7538415873	51.0	454.437107564	175188.0
temp | CRR216084.merged	96.6036631356	51.0	462.302822213	88831.0
temp | CRR216085.merged	96.0279136422	53.0	460.718932054	32099.0
temp | CRR216086.merged	96.5618312087	52.0	452.378607984	107470.0
temp | CRR216087.merged	95.596556425	52.0	456.347158677	53549.0
temp | CRR216088.merged	95.8882225718	51.0	454.782171648	40688.0
temp | CRR216089.merged	95.9326312617	51.0	458.461539911	53081.0
temp | CRR216090.merged	96.2029391713	50.0	459.527952428	52804.0
temp | CRR216091.merged	97.3459304267	53.0	451.115877679	89862.0
temp | CRR216092.merged	97.0530598999	51.0	459.123669134	80117.0
temp | CRR216093.merged	95.3238639137	53.0	461.169058427	40974.0
temp | CRR216094.merged	96.4921214179	52.0	452.224659821	70698.0
temp | CRR216095.merged	96.4113276033	52.0	452.904541771	87609.0
temp | CRR216096.merged	94.9159989661	51.0	455.562936159	38690.0
temp | CRR216097.merged	96.4996043614	52.0	454.654748334	74563.0
temp | CRR216098.merged	96.9043686279	51.0	456.073047787	70228.0
temp | CRR216099.merged	96.9655211204	52.0	451.755723044	71116.0
temp | CRR216100.merged	96.5290331911	52.0	454.112023043	82974.0
temp | CRR216101.merged	96.7509876762	51.0	454.75256501	67836.0
temp | CRR216102.merged	96.4563804052	51.0	458.172777442	52912.0
temp | CRR216103.merged	96.1456233584	54.0	461.172475719	81855.0
temp | CRR216104.merged	96.2875547905	53.0	452.6277972	56351.0
temp | CRR216105.merged	94.4913499219	53.0	460.382005289	31387.0
temp | CRR216106.merged	96.3616052247	51.0	454.988141274	58185.0
temp | CRR216107.merged	95.5767878993	52.0	464.638619146	38411.0
temp | CRR216108.merged	96.4164394746	52.0	458.926404339	68591.0
temp | CRR216109.merged	96.0304283004	52.0	458.242020195	59024.0
temp | CRR216110.merged	95.2557564519	52.0	460.085681416	58239.0
temp | CRR216111.merged	97.2618688284	53.0	451.754761186	69573.0
temp | CRR216112.merged	95.770854564	55.0	464.348012811	27476.0
temp | CRR216113.merged	97.1831601968	53.0	450.157572444	45725.0
temp | CRR216114.merged	95.6863184159	51.0	458.300870094	62522.0
temp | CRR216115.merged	96.4629436646	51.0	455.329675719	48939.0
temp | CRR216116.merged	97.2027569159	52.0	453.116095277	190938.0
temp | CRR216117.merged	96.399427777	52.0	453.337933953	49631.0
temp | CRR216118.merged	95.0739160631	49.0	460.023613454	20158.0
temp | CRR216119.merged	97.0847209607	52.0	460.41428247	79272.0
temp | CRR216120.merged	95.4524420512	52.0	464.112658281	23771.0
temp | CRR216121.merged	94.2575706749	50.0	460.099813973	32791.0
temp | CRR216122.merged	89.8828806379	52.0	451.707949165	4013.0
temp | CRR216123.merged	92.1104972376	52.0	451.77038674	9050.0
temp | CRR216124.merged	97.1865587148	50.0	459.694516246	93622.0
temp | CRR216125.merged	96.5329218107	51.0	454.564729081	58320.0
temp | CRR216126.merged	96.7452126708	52.0	454.966831713	83815.0
temp | CRR216127.merged	96.9596769983	50.0	463.491533388	57461.0
temp | CRR216128.merged	95.9737785238	51.0	460.530145624	44086.0
temp | CRR216129.merged	97.4441099225	52.0	451.965376978	62444.0
temp | CRR216130.merged	98.3422475992	52.0	470.651420429	99653.0
temp | CRR216131.merged	96.6289740819	51.0	458.654252972	65707.0
temp | CRR216132.merged	96.7743709611	53.0	448.490499106	36365.0
temp | CRR216133.merged	94.8556370302	52.0	460.883994042	17456.0
temp | CRR216134.merged	95.963628299	52.0	451.620204036	27054.0
temp | CRR216135.merged	97.1703896231	53.0	447.444547973	40783.0
temp | CRR216136.merged	95.8368133633	54.0	450.819113395	31130.0
temp | CRR216137.merged	96.1482608395	53.0	448.84921513	28922.0
temp | CRR216138.merged	96.2366526382	54.0	449.220374943	28751.0
temp | CRR216139.merged	94.7534969044	53.0	455.053336391	21805.0
temp | CRR216140.merged	96.5955806783	55.0	449.701258993	38920.0
temp | CRR216141.merged	95.1901284311	54.0	453.199625859	27797.0
temp | CRR216142.merged	93.7567743334	52.0	453.657200665	27678.0
temp | CRR216143.merged	94.7395281278	52.0	455.497585679	25473.0
temp | CRR216144.merged	96.1579320113	53.0	450.932542493	33888.0
temp | CRR216145.merged	95.8518423828	53.0	454.586366687	31291.0
temp | CRR216146.merged	96.2905432893	53.0	452.335700285	27039.0
temp | CRR216147.merged	95.0520052005	52.0	453.105960596	39996.0
temp | CRR216148.merged	96.055106502	53.0	453.210919628	39342.0
temp | CRR216149.merged	95.1626006253	52.0	452.212279363	40621.0
temp | CRR216150.merged	94.9496508353	53.0	451.151896292	25919.0
temp | CRR216151.merged	95.4178175904	53.0	450.910834603	38737.0
temp | CRR216152.merged	96.2680052379	52.0	449.646539599	41238.0
temp | CRR216153.merged	96.6421776396	53.0	449.991475935	42468.0
temp | CRR216154.merged	96.0691299166	52.0	449.530631704	41950.0
temp | CRR216155.merged	95.7376734668	51.0	453.907814798	31274.0
temp | CRR216156.merged	95.6204379562	53.0	449.710573897	29866.0
temp | CRR216157.merged	96.5386455272	53.0	450.391136472	29266.0
temp | CRR216158.merged	97.0303883338	53.0	448.748586723	43339.0
temp | CRR216159.merged	96.6432977432	53.0	451.633240023	40367.0
temp | CRR216160.merged	95.5416691702	53.0	466.081175269	16643.0
temp | CRR216161.merged	96.0717529519	53.0	452.670488949	26424.0
temp | CRR216162.merged	96.9435088057	53.0	449.754422096	51955.0
temp | CRR216163.merged	96.346184107	53.0	449.324028324	31775.0
temp | CRR216164.merged	96.3966480447	54.0	452.584836393	25060.0
temp | CRR216165.merged	96.3723346957	53.0	449.484364604	31563.0
temp | CRR216166.merged	96.0694610778	52.0	449.239640719	41750.0
temp | CRR216167.merged	96.4237722942	53.0	448.98301979	32744.0
temp | CRR216168.merged	96.5502119573	53.0	448.450635872	34205.0
temp | CRR216169.merged	96.387147825	53.0	448.790204694	48023.0
temp | CRR216170.merged	96.3341162055	53.0	449.025494401	29379.0
temp | CRR216171.merged	96.0373400462	53.0	450.704698972	47670.0
temp | CRR216172.merged	96.0948291017	54.0	450.982797157	39819.0
temp | CRR216173.merged	95.3364112673	54.0	461.859936712	19277.0
temp | CRR216174.merged	95.7617766743	53.0	448.664528588	28998.0
temp | CRR216175.merged	96.0069223526	53.0	449.456646222	39293.0
temp | CRR216176.merged	95.8879167652	53.0	449.72908489	42290.0
temp | CRR216177.merged	96.2368851962	50.0	462.653405301	32978.0
temp | CRR216178.merged	96.4183350672	53.0	451.877964374	47101.0
temp | CRR216179.merged	95.9751985206	53.0	451.530430763	36772.0
temp | CRR216180.merged	96.8151425268	53.0	448.560529888	39782.0
temp | CRR216181.merged	95.6062159817	53.0	450.493216061	25354.0
temp | CRR216182.merged	96.5683546652	53.0	449.041519817	32346.0
temp | CRR216183.merged	96.3803313594	53.0	449.20802005	45087.0
temp | CRR216184.merged	95.8503342304	52.0	450.464594728	34557.0
temp | CRR216185.merged	96.2040634354	53.0	450.408095026	31402.0
temp | CRR216186.merged	96.383942518	52.0	450.379607935	25608.0
temp | CRR216187.merged	96.2827261554	52.0	455.850311899	43123.0
temp | CRR216188.merged	96.7475631589	53.0	454.204131026	30162.0
temp | CRR216189.merged	95.6949534818	52.0	453.711671835	35470.0
temp | CRR216190.merged	95.9440559441	53.0	451.909500256	29315.0
temp | CRR216191.merged	96.1447821621	52.0	453.195218241	49647.0
temp | CRR216192.merged	97.067246614	53.0	448.905234599	46441.0
temp | CRR216193.merged	95.1402123605	53.0	452.963789818	22038.0
temp | CRR216194.merged	96.0950248567	52.0	458.256460855	26351.0
temp | CRR216195.merged	95.6952527536	52.0	449.887114617	20791.0
temp | CRR216196.merged	96.3737324964	54.0	459.139063254	20710.0
temp | CRR216197.merged	96.0935780184	52.0	452.569553123	49969.0
temp | CRR216198.merged	96.5951104869	53.0	449.002378837	34891.0
temp | CRR216199.merged	96.9194770107	52.0	451.684590148	41454.0
temp | CRR216200.merged	96.3351754409	51.0	454.036621804	37819.0
temp | CRR216201.merged	95.1944587851	52.0	452.631388745	23244.0
temp | CRR216202.merged	95.6587500805	53.0	450.332947158	31074.0
temp | CRR216203.merged	96.5048568872	52.0	453.787723553	77107.0
temp | CRR216204.merged	96.6986780624	53.0	454.12939961	42589.0
temp | CRR216205.merged	96.1049170955	52.0	461.455260149	55968.0
temp | CRR216206.merged	96.4912280702	50.0	460.222748479	56373.0
temp | CRR216207.merged	94.9848108257	51.0	456.862395287	54315.0
temp | CRR216208.merged	95.4248833426	52.0	457.577351474	55933.0
temp | CRR216209.merged	96.0207350985	52.0	458.135972071	66168.0
temp | CRR216210.merged	95.5546273644	51.0	453.831791873	33518.0
temp | CRR216211.merged	95.9267187733	51.0	454.861542291	100435.0
temp | CRR216212.merged	95.72886965	52.0	453.84282063	67687.0
temp | CRR216213.merged	93.7785760941	52.0	452.475723928	18372.0
temp | CRR216214.merged	95.3565938687	52.0	457.074088576	68958.0
temp | CRR216215.merged	97.6964244163	55.0	470.286899868	25786.0
temp | CRR216216.merged	96.5796010306	53.0	456.457333724	64817.0
temp | CRR216217.merged	97.1805752004	55.0	453.92835455	53025.0
temp | CRR216218.merged	96.2768487339	52.0	451.553773567	52563.0
temp | CRR216219.merged	95.8571959836	52.0	461.372963927	80670.0
temp | CRR216220.merged	96.0061853471	52.0	455.674202837	75016.0
temp | CRR216221.merged	97.1336127337	51.0	453.811426462	92102.0
temp | CRR216222.merged	94.5005910165	52.0	452.832712766	33840.0
temp | CRR216223.merged	96.8422590197	51.0	456.283944388	75307.0
temp | CRR216224.merged	96.8097274279	52.0	461.030688557	56829.0
temp | CRR216225.merged	95.3591262069	52.0	457.537203032	43397.0
temp | CRR216226.merged	96.6990455071	52.0	452.845581855	82976.0
temp | CRR216227.merged	94.7477612332	52.0	455.652958323	38079.0
temp | CRR216228.merged	96.2696874243	52.0	457.8480252	82540.0
temp | CRR216229.merged	96.5448263321	52.0	462.079004263	49491.0
temp | CRR216230.merged	96.7758591016	51.0	455.826286501	52293.0
temp | CRR216231.merged	97.0223023829	53.0	465.943619715	57662.0
temp | CRR216232.merged	95.8965396714	52.0	458.138727718	57220.0
temp | CRR216233.merged	95.7103698123	52.0	450.90260167	62383.0
temp | CRR216234.merged	95.5833206745	52.0	453.63820953	78996.0
temp | CRR216235.merged	95.8385108301	52.0	452.808079331	41043.0
temp | CRR216236.merged	97.0696069083	51.0	457.893890762	74461.0
temp | CRR216237.merged	94.9427282194	52.0	460.054217286	28810.0
temp | CRR216238.merged	96.3881306921	52.0	454.058049347	74006.0
temp | CRR216239.merged	96.3571336095	51.0	457.606081693	61792.0
temp | CRR216240.merged	95.4086382239	52.0	456.240001405	56933.0
temp | CRR216241.merged	96.6436237948	53.0	449.604738949	43976.0
temp | CRR216242.merged	95.4919281145	54.0	458.121452109	36113.0
temp | CRR216243.merged	95.8171831278	50.0	462.008829931	48245.0
temp | CRR216244.merged	97.1724716104	52.0	455.228780835	78726.0
temp | CRR216245.merged	95.9651762153	53.0	458.408242287	40547.0
temp | CRR216246.merged	96.0285052417	53.0	449.006753308	50938.0
temp | CRR216247.merged	95.8729852331	52.0	455.597934562	51805.0
temp | CRR216248.merged	95.688261471	53.0	453.652344206	59999.0
temp | CRR216249.merged	95.7977170854	51.0	456.590195976	76744.0
temp | CRR216250.merged	95.5154366928	53.0	459.912517405	20827.0
temp | CRR216251.merged	94.5096302856	52.0	457.005534647	31619.0
temp | CRR216252.merged	96.8231379361	50.0	458.628047632	47783.0
temp | CRR216253.merged	96.9491755445	51.0	460.523810816	73685.0
temp | CRR216254.merged	97.4028136186	51.0	456.270540248	120130.0
temp | CRR216255.merged	96.4685296145	52.0	455.360013787	37718.0
temp | CRR216256.merged	95.3383246221	54.0	450.901822291	28316.0
temp | CRR216257.merged	96.149475409	52.0	454.644546632	75678.0
temp | CRR216258.merged	96.3505319757	51.0	456.878131793	69928.0
temp | CRR216259.merged	97.756543415	54.0	471.143826538	50547.0
temp | CRR216260.merged	96.3478383724	53.0	451.497409814	42468.0
temp | CRR216261.merged	96.6125565192	51.0	458.401319398	67455.0
temp | CRR216262.merged	96.9810845422	53.0	449.030315118	47633.0
temp | CRR216263.merged	95.8265094934	52.0	452.476720957	55565.0
temp | CRR216264.merged	96.5043020358	52.0	453.475927406	42538.0
temp | CRR216265.merged	96.6804377763	52.0	455.829002682	55188.0
temp | CRR216266.merged	94.3856235335	51.0	459.128598409	34946.0
temp | CRR216267.merged	96.8638513233	52.0	451.685223596	60265.0
temp | CRR216268.merged	95.591789117	52.0	456.655842893	36001.0
temp | CRR216269.merged	95.8116876118	53.0	451.505723093	46391.0
temp | CRR216270.merged	95.4223699648	52.0	459.323621431	51140.0
temp | CRR216271.merged	96.9640230039	52.0	452.799799385	74770.0
temp | CRR216272.merged	95.9949691467	51.0	455.99844751	50886.0
temp | CRR216273.merged	95.5065683854	52.0	454.870859155	57929.0
temp | CRR216274.merged	96.5717062504	52.0	453.776784304	82315.0
temp | CRR216275.merged	96.6818033879	52.0	453.339801311	64523.0
temp | CRR216276.merged	96.3822379873	51.0	453.87877295	60894.0
temp | CRR216277.merged	95.5016169471	53.0	449.399985466	27521.0
temp | CRR216278.merged	97.2152898034	51.0	458.013904451	78536.0
temp | CRR216279.merged	96.0302427378	51.0	456.817190609	62825.0
temp | CRR216280.merged	96.2400819927	50.0	458.035077214	86837.0
temp | CRR216281.merged	96.2279073521	52.0	452.854830119	61955.0
temp | CRR216282.merged	96.2354188759	52.0	460.410308645	35834.0
temp | CRR216283.merged	95.8509119746	51.0	453.276050753	63050.0
temp | CRR216284.merged	97.0700608397	52.0	452.957513081	89251.0
temp | CRR216285.merged	96.1927816901	52.0	454.128317985	59072.0
temp | CRR216286.merged	95.016413011	52.0	457.076049569	63669.0
temp | CRR216287.merged	97.1943261755	52.0	459.140110144	86432.0
temp | CRR216288.merged	96.6037681452	50.0	459.798388376	69371.0
temp | CRR216289.merged	97.0446053246	52.0	453.915063055	85640.0
temp | CRR216290.merged	95.823695708	52.0	453.640143922	38910.0
temp | CRR216291.merged	95.9803501906	51.0	454.886768992	49059.0
temp | CRR216292.merged	94.2756767927	53.0	458.905214576	29034.0
temp | CRR216293.merged	95.6863667681	52.0	460.78520896	59509.0
temp | CRR216294.merged	97.0674918951	53.0	454.24282346	67860.0
temp | CRR216295.merged	97.0636981743	51.0	455.984822582	76627.0
temp | CRR216296.merged	95.7103074341	52.0	454.221990668	54223.0
temp | CRR216297.merged	96.7125958088	50.0	460.650835142	67713.0
temp | CRR216298.merged	96.8344854572	51.0	458.488939611	76670.0
temp | CRR216299.merged	95.8710522157	52.0	453.002099465	44297.0
temp | CRR216300.merged	97.3655768711	51.0	459.338586096	103628.0
temp | CRR216301.merged	96.9782298058	52.0	452.15677902	118970.0
temp | CRR216302.merged	96.2760029718	51.0	456.763999814	43072.0
temp | CRR216303.merged	96.2622029505	53.0	459.045783775	41281.0
temp | CRR216304.merged	97.2885759785	53.0	451.699134607	95448.0
temp | CRR216305.merged	97.0431600614	52.0	460.631598436	91821.0
temp | CRR216306.merged	96.822196188	52.0	455.115588249	88772.0
temp | CRR216307.merged	96.9408467538	52.0	451.467332282	97053.0
temp | CRR216308.merged	97.505543739	53.0	450.139847038	110485.0
temp | CRR216309.merged	97.0477885471	51.0	457.37203877	83158.0
temp | CRR216310.merged	97.2804549128	52.0	455.190786847	102701.0
temp | CRR216311.merged	96.7691515575	51.0	454.978798132	54382.0
temp | CRR216312.merged	96.1225476373	52.0	452.028360794	49646.0
temp | CRR216313.merged	97.5361618353	52.0	452.395793792	84827.0
temp | CRR216314.merged	96.6696489171	52.0	462.855633368	64828.0
temp | CRR216315.merged	97.7055628395	54.0	470.656209028	64068.0
temp | CRR216316.merged	96.2181730421	53.0	460.057198021	41435.0
temp | CRR216317.merged	96.7689261022	53.0	451.79638444	86349.0
